ts,value,counter_name,t_s
173030766822482,23.017717361450195,application_prediction_milliseconds,0.0
173030767020555,0.0,stale_frames_per_second,0.000198073
173030767023680,0.0,last_used_foveation_level,0.000201198
173030767026649,1.0,application_layer_count,0.000204167
173030767029044,7872.0,app_vss_mb,0.000206562
173030767031284,261.0,app_rss_mb,0.000208802
173030767032794,48.0,app_uss_mb,0.000210312
173030767034201,0.0,app_gpu_ms,0.000211719
173030801522642,545203200.0,Clocks / Second,0.03470016
173030801579569,23.600662231445312,GPU % Bus Busy,0.034757087
173030801586079,0.3140574097633362,% Vertex Fetch Stall,0.034763597
173030801588683,22.278470993041992,% Texture Fetch Stall,0.034766201
173030801591652,0.2593190371990204,L1 Texture Cache Miss Per Pixel,0.03476917
173030801593839,24.94458770751953,% Texture L2 Miss,0.034771357
173030801597277,0.5596235990524292,% Stalled on System Memory,0.034774795
173030801599204,14593900.0,Pre-clipped Polygons/Second,0.034776722
173030801600871,32.34931945800781,% Prims Trivially Rejected,0.034778389
173030801602850,1.2450505495071411,% Prims Clipped,0.034780368
173030801605037,1.0390232801437378,Average Vertices / Polygon,0.034782555
173030801607121,28725522.0,Reused Vertices / Second,0.034784639
173030801609100,322.57598876953125,Average Polygon Area,0.034786618
173030801611183,83.30024719238281,% Shaders Busy,0.034788701
173030801614100,15163403.0,Vertices Shaded / Second,0.034791618
173030801616496,3099214848.0,Fragments Shaded / Second,0.034794014
173030801618527,2608647168.0,Vertex Instructions / Second,0.034796045
173030801620662,-1.0,Fragment Instructions / Second,0.03479818
173030801622537,136777154560.0,Fragment ALU Instructions / Sec (Full),0.034800055
173030801624464,-1.0,Fragment ALU Instructions / Sec (Half),0.034801982
173030801626183,11366135808.0,Fragment EFU Instructions / Second,0.034803701
173030801627902,1.0150315761566162,Textures / Vertex,0.03480542
173030801629673,1.0566349029541016,Textures / Fragment,0.034807191
173030801631600,164.97488403320312,ALU / Vertex,0.034809118
173030801633475,-1.0,ALU / Fragment,0.034810993
173030801635194,3.1817879676818848,EFU / Fragment,0.034812712
173030801646131,7.060845851898193,EFU / Vertex,0.034823649
173030801648267,0.0,% Time Shading Fragments,0.034825785
173030801650454,0.0,% Time Shading Vertices,0.034827972
173030801652225,0.0,% Time Compute,0.034829743
173030801654360,0.0,% Shader ALU Capacity Utilized,0.034831878
173030801656235,79.74520874023438,% Time ALUs Working,0.034833753
173030801657954,21.093544006347656,% Time EFUs Working,0.034835472
173030801664777,36.10243606567383,% Nearest Filtered,0.034842295
173030801666496,63.53695297241211,% Linear Filtered,0.034844014
173030801668371,0.0,% Anisotropic Filtered,0.034845889
173030801670246,0.49284040927886963,% Non-Base Level Textures,0.034847764
173030801672173,1383386240.0,Read Total (Bytes/sec),0.034849691
173030801674621,2017201920.0,Write Total (Bytes/sec),0.034852139
173030801676808,1149616640.0,Texture Memory Read BW (Bytes/Second),0.034854326
173030801679048,107454256.0,Vertex Memory Read (Bytes/Second),0.034856566
173030801680975,2177849.0,SP Memory Read (Bytes/Second),0.034858493
173030801682850,0.33275306224823,Avg Bytes / Fragment,0.034860368
173030801684569,7.086421012878418,Avg Bytes / Vertex,0.034862087
173030801686548,0.0,Preemptions / second,0.034864066
173030801689048,0.0,Avg Preemption Delay,0.034866566
173030801690871,545000000.0,GPU Frequency,0.034868389
173030803033267,545111616.0,Clocks / Second,0.036210785
173030803036392,30.729347229003906,GPU % Bus Busy,0.03621391
173030803037277,0.39696648716926575,% Vertex Fetch Stall,0.036214795
173030803038058,22.995847702026367,% Texture Fetch Stall,0.036215576
173030803038944,0.23446112871170044,L1 Texture Cache Miss Per Pixel,0.036216462
173030803039673,28.407777786254883,% Texture L2 Miss,0.036217191
173030803040454,0.1383294314146042,% Stalled on System Memory,0.036217972
173030803041235,2372696.5,Pre-clipped Polygons/Second,0.036218753
173030803042121,0.0,% Prims Trivially Rejected,0.036219639
173030803042902,0.936987578868866,% Prims Clipped,0.03622042
173030803043683,0.2836729884147644,Average Vertices / Polygon,0.036221201
173030803044413,1361702.125,Reused Vertices / Second,0.036221931
173030803045298,664.5030517578125,Average Polygon Area,0.036222816
173030803046027,86.0385513305664,% Shaders Busy,0.036223545
173030803046704,673069.9375,Vertices Shaded / Second,0.036224222
173030803047225,1626154112.0,Fragments Shaded / Second,0.036224743
173030803047798,186592096.0,Vertex Instructions / Second,0.036225316
173030803048319,-1.0,Fragment Instructions / Second,0.036225837
173030803048788,74407116800.0,Fragment ALU Instructions / Sec (Full),0.036226306
173030803049204,-1.0,Fragment ALU Instructions / Sec (Half),0.036226722
173030803049777,5973023744.0,Fragment EFU Instructions / Second,0.036227295
173030803050194,2.566473960876465,Textures / Vertex,0.036227712
173030803050663,1.0049822330474854,Textures / Fragment,0.036228181
173030803051131,264.2741394042969,ALU / Vertex,0.036228649
173030803051652,-1.0,ALU / Fragment,0.03622917
173030803052121,3.3752777576446533,EFU / Fragment,0.036229639
173030803052590,12.951279640197754,EFU / Vertex,0.036230108
173030803053163,0.0,% Time Shading Fragments,0.036230681
173030803053631,0.0,% Time Shading Vertices,0.036231149
173030803054100,0.0,% Time Compute,0.036231618
173030803054517,0.0,% Shader ALU Capacity Utilized,0.036232035
173030803054933,80.00104522705078,% Time ALUs Working,0.036232451
173030803055402,21.01581382751465,% Time EFUs Working,0.03623292
173030803055871,38.80645751953125,% Nearest Filtered,0.036233389
173030803056288,58.4443244934082,% Linear Filtered,0.036233806
173030803056808,0.0,% Anisotropic Filtered,0.036234326
173030803057277,3.7120535373687744,% Non-Base Level Textures,0.036234795
173030803057746,596329920.0,Read Total (Bytes/sec),0.036235264
173030803058215,1637724160.0,Write Total (Bytes/sec),0.036235733
173030803058892,529029600.0,Texture Memory Read BW (Bytes/Second),0.03623641
173030803059308,2952392.5,Vertex Memory Read (Bytes/Second),0.036236826
173030803059829,320138.9375,SP Memory Read (Bytes/Second),0.036237347
173030803060298,0.3227553963661194,Avg Bytes / Fragment,0.036237816
173030803060715,4.386457443237305,Avg Bytes / Vertex,0.036238233
173030803061235,0.0,Preemptions / second,0.036238753
173030803061704,0.0,Avg Preemption Delay,0.036239222
173030803062225,545000000.0,GPU Frequency,0.036239743
173030804383996,544733568.0,Clocks / Second,0.037561514
173030804390142,100.0,GPU % Bus Busy,0.03756766
173030804390819,0.0,% Vertex Fetch Stall,0.037568337
173030804391340,0.0,% Texture Fetch Stall,0.037568858
173030804392121,0.0,L1 Texture Cache Miss Per Pixel,0.037569639
173030804392590,0.0,% Texture L2 Miss,0.037570108
173030804393111,0.0,% Stalled on System Memory,0.037570629
173030804393527,0.0,Pre-clipped Polygons/Second,0.037571045
173030804399829,0.0,% Prims Trivially Rejected,0.037577347
173030804400350,0.0,% Prims Clipped,0.037577868
173030804400819,0.0,Average Vertices / Polygon,0.037578337
173030804401288,0.0,Reused Vertices / Second,0.037578806
173030804401808,0.0,Average Polygon Area,0.037579326
173030804402225,0.0,% Shaders Busy,0.037579743
173030804402694,0.0,Vertices Shaded / Second,0.037580212
173030804403163,0.0,Fragments Shaded / Second,0.037580681
173030804403736,0.0,Vertex Instructions / Second,0.037581254
173030804404204,-1.0,Fragment Instructions / Second,0.037581722
173030804404673,0.0,Fragment ALU Instructions / Sec (Full),0.037582191
173030804405142,-1.0,Fragment ALU Instructions / Sec (Half),0.03758266
173030804405611,0.0,Fragment EFU Instructions / Second,0.037583129
173030804406027,0.0,Textures / Vertex,0.037583545
173030804406496,0.0,Textures / Fragment,0.037584014
173030804406913,0.0,ALU / Vertex,0.037584431
173030804407433,-1.0,ALU / Fragment,0.037584951
173030804407850,0.0,EFU / Fragment,0.037585368
173030804408267,0.0,EFU / Vertex,0.037585785
173030804408892,0.0,% Time Shading Fragments,0.03758641
173030804409361,0.0,% Time Shading Vertices,0.037586879
173030804409829,0.0,% Time Compute,0.037587347
173030804410246,0.0,% Shader ALU Capacity Utilized,0.037587764
173030804410663,0.0,% Time ALUs Working,0.037588181
173030804411131,0.0,% Time EFUs Working,0.037588649
173030804411600,0.0,% Nearest Filtered,0.037589118
173030804412017,0.0,% Linear Filtered,0.037589535
173030804412486,0.0,% Anisotropic Filtered,0.037590004
173030804412954,0.0,% Non-Base Level Textures,0.037590472
173030804413423,0.0,Read Total (Bytes/sec),0.037590941
173030804413840,169757.25,Write Total (Bytes/sec),0.037591358
173030804414413,0.0,Texture Memory Read BW (Bytes/Second),0.037591931
173030804414881,0.0,Vertex Memory Read (Bytes/Second),0.037592399
173030804415350,0.0,SP Memory Read (Bytes/Second),0.037592868
173030804415819,0.0,Avg Bytes / Fragment,0.037593337
173030804416288,0.0,Avg Bytes / Vertex,0.037593806
173030804416913,0.0,Preemptions / second,0.037594431
173030804417381,0.0,Avg Preemption Delay,0.037594899
173030804417850,545000000.0,GPU Frequency,0.037595368
173030805821913,545043776.0,Clocks / Second,0.038999431
173030805827694,100.0,GPU % Bus Busy,0.039005212
173030805828736,0.0,% Vertex Fetch Stall,0.039006254
173030805829569,0.0,% Texture Fetch Stall,0.039007087
173030805830507,0.0,L1 Texture Cache Miss Per Pixel,0.039008025
173030805831288,0.0,% Texture L2 Miss,0.039008806
173030805832069,0.0,% Stalled on System Memory,0.039009587
173030805832850,0.0,Pre-clipped Polygons/Second,0.039010368
173030805833632,0.0,% Prims Trivially Rejected,0.03901115
173030805834309,0.0,% Prims Clipped,0.039011827
173030805834777,0.0,Average Vertices / Polygon,0.039012295
173030805835402,0.0,Reused Vertices / Second,0.03901292
173030805835819,0.0,Average Polygon Area,0.039013337
173030805836236,0.0,% Shaders Busy,0.039013754
173030805836704,0.0,Vertices Shaded / Second,0.039014222
173030805837173,0.0,Fragments Shaded / Second,0.039014691
173030805837694,0.0,Vertex Instructions / Second,0.039015212
