Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"PlayerLoop";13.8612;12.80104;15.01235;217;446;445;1;1;4159.12592220306;13.86375;13.61974;14.095;300;1;1;1;300;152;12.80104;15.01235;446;445;13.85016
"EarlyUpdate.XRUpdate";10.26224;9.114324;11.51354;275;321;226;2;2;3087.44498062134;10.29148;10.00255;10.56849;300;1;1;1;300;152;9.114324;11.51354;321;226;10.39042
"PostLateUpdate.FinishFrameRendering";1.67474;1.167239;2.722553;276;189;320;2;2;504.889356613159;1.682965;1.523802;1.817292;300;1;1;1;300;152;1.167239;2.722553;189;320;1.493541
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke]";1.565625;1.103594;2.633282;293;189;320;3;3;474.542636394501;1.581809;1.435312;1.710417;300;1;1;1;300;152;1.103594;2.633282;189;320;1.41026
"Inl_UniversalRenderTotal";1.522761;1.077813;2.600573;367;189;320;4;4;463.524938464165;1.545083;1.406094;1.669792;300;1;1;1;300;152;1.077813;2.600573;189;320;1.381354
"Inl_RenderCameraStack";1.478282;1.045;2.550677;152;189;320;5;5;449.176140427589;1.497254;1.364636;1.609323;300;1;1;1;300;152;1.045;2.550677;189;320;1.348177
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: CenterEyeAnchor";0.960886;0.703751;1.718542;243;189;368;6;6;294.35737913847;0.9811913;0.89099;1.042552;300;1;1;1;300;152;0.703751;1.718542;189;368;0.915365
"Update.ScriptRunBehaviourUpdate";0.715417;0.440261;1.179844;406;170;315;2;2;216.962465524673;0.7232082;0.660104;0.771979;300;1;1;1;300;152;0.440261;1.179844;170;315;0.703646
"BehaviourUpdate";0.714323;0.439375;1.177552;310;170;315;3;3;216.575177282095;0.7219173;0.659271;0.770781;300;1;1;1;300;152;0.439375;1.177552;170;315;0.702447
"PostLateUpdate.PlayerSendFrameStarted";0.367761;0.246562;0.650573;263;198;372;2;2;114.624760821462;0.3820825;0.328958;0.419948;300;1;1;1;300;152;0.246562;0.650573;198;372;0.342344
"meta.xr.mrutilitykit.dll!Meta.XR.MRUtilityKit::MRUK.Update() [Invoke]";0.340729;0.187239;0.603282;355;170;425;4;4;102.723081976175;0.3424103;0.289584;0.3775;300;1;1;1;300;152;0.187239;0.603282;170;425;0.335782
"Inl_ExecuteRenderGraph";0.314115;0.226146;0.97276;364;198;430;7;7;100.538961932063;0.3351299;0.290677;0.347761;300;1;1;1;300;152;0.226146;0.97276;198;430;0.286302
"FrameEvents.XRBeginFrame";0.303438;0.207864;0.572292;302;198;372;3;3;94.6426667869091;0.3154756;0.275416;0.337969;300;1;1;1;300;152;0.207864;0.572292;198;372;0.284166
"Inl_ScriptableRenderContext.Submit";0.267657;0.174792;0.529636;174;189;241;6;6;84.36641292274;0.2812214;0.239219;0.305208;300;1;1;1;300;152;0.174792;0.529636;189;241;0.235833
"Inl_RecordRenderGraph";0.238698;0.182239;0.787448;349;194;368;7;7;74.9225036799908;0.2497417;0.220781;0.265886;300;1;1;1;300;152;0.182239;0.787448;194;368;0.24776
"PostLateUpdate.ProfilerEndFrame";0.228906;0.142135;0.546407;414;184;325;2;2;72.1911448538303;0.2406372;0.199948;0.260313;300;1;1;1;300;152;0.142135;0.546407;184;325;0.432343
"Profiler.FlushCounters";0.226927;0.14125;0.542605;196;184;325;3;3;71.3718818724155;0.2379063;0.197605;0.25849;300;1;1;1;300;152;0.14125;0.542605;184;325;0.430833
"Inl_On Record Render Graph";0.225677;0.170886;0.768542;420;194;368;8;8;70.6810087561607;0.2356034;0.208282;0.250365;300;1;1;1;300;152;0.170886;0.768542;194;368;0.232031
