Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
8.07,0.8971691844718795,15.937811715262276,0.0730205868769969,31.373703002929688,0.3244675397872925,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.802649736404419,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,5235153.5,166011.178125,0.378770500421524,102.0,2.0,6330.0,1.0,17.953466415405273,2856.0,1920.0,3.0,72.0,70.0,79.0,38.0,60.0,44.0,72.0,545.0,2.0,20.68825364112854,0.4914901554584503,3196.0,4.0,58.0,2.200634002685547
8.17,0.8971691844718795,15.937811715262276,0.0730205868769969,31.72287368774414,0.5562184453010559,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.7653690576553345,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7422655.5,166011.178125,0.378770500421524,102.0,2.0,6330.0,1.0,17.953466415405273,2856.0,1920.0,3.0,72.0,70.0,79.0,38.0,60.0,44.0,72.0,545.0,2.0,20.68825364112854,0.4914901554584503,3196.0,4.0,58.0,2.200634002685547
8.27,0.8971691844718795,15.937811715262276,0.0730205868769969,32.49905014038086,0.5700839161872864,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6696004867553711,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7608418.0,166011.178125,0.378770500421524,102.0,2.0,6330.0,1.0,17.953466415405273,2856.0,1920.0,3.0,72.0,70.0,79.0,38.0,60.0,44.0,72.0,545.0,2.0,20.68825364112854,0.4914901554584503,3196.0,4.0,58.0,2.200634002685547
8.31,0.8971691844718795,15.937811715262276,0.0730205868769969,32.49905014038086,0.5700839161872864,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6696004867553711,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7608418.0,166011.178125,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2856.0,1920.0,3.0,72.0,70.0,79.0,38.0,60.0,44.0,72.0,545.0,2.0,20.68825364112854,0.4914901554584503,3196.0,4.0,58.0,2.200634002685547
8.37,0.8971691844718795,15.937811715262276,0.0730205868769969,31.68523979187012,0.5578137636184692,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6568076014518738,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7415689.0,166011.178125,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2856.0,1920.0,3.0,72.0,70.0,79.0,38.0,60.0,44.0,72.0,545.0,2.0,20.68825364112854,0.4914901554584503,3196.0,4.0,58.0,2.200634002685547
8.47,0.8971691844718795,15.937811715262276,0.0730205868769969,32.44907760620117,0.5347833037376404,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6425551176071167,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7374282.5,166011.178125,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2856.0,1920.0,3.0,72.0,70.0,79.0,38.0,60.0,44.0,72.0,545.0,2.0,20.68825364112854,0.4914901554584503,3196.0,4.0,58.0,2.200634002685547
8.52,0.8971691844718795,15.937811715262276,0.0730205868769969,32.44907760620117,0.5347833037376404,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6425551176071167,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7374282.5,166011.178125,0.7733978629112244,1118.0,290.0,12078.0,2.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
8.57,0.8971691844718795,15.937811715262276,0.0730205868769969,31.6696720123291,0.5890718698501587,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,3.534065723419189,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7626455.5,166011.178125,0.7733978629112244,1118.0,290.0,12078.0,2.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
8.59,0.8971691844718795,15.937811715262276,0.0730205868769969,31.6696720123291,0.5890718698501587,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,3.534065723419189,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7626455.5,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
8.67,0.8971691844718795,15.937811715262276,0.0730205868769969,31.692676544189453,0.532691240310669,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,5.725458145141602,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7410646.5,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
8.77,0.8971691844718795,15.937811715262276,0.0730205868769969,32.45647048950195,0.5370827317237854,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6440166234970093,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7604420.0,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
8.87,0.8971691844718795,15.937811715262276,0.0730205868769969,31.697355270385746,0.5251668095588684,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6740007996559143,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7623418.5,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
8.97,0.8971691844718795,15.937811715262276,0.0730205868769969,32.44717788696289,0.6080036163330078,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6352478861808777,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7624404.0,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.08,0.8971691844718795,15.937811715262276,0.0730205868769969,31.750864028930664,0.5510542392730713,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.652066171169281,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7626455.0,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.18,0.8971691844718795,15.937811715262276,0.0730205868769969,31.749755859375,0.6100172400474548,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,3.848300218582153,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7787920.0,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.28,0.8971691844718795,15.937811715262276,0.0730205868769969,32.50434112548828,0.5730122923851013,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,7.66680908203125,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7310702.5,166011.178125,0.1522189825773239,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.32,0.8971691844718795,15.937811715262276,0.0730205868769969,32.50434112548828,0.5730122923851013,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,7.66680908203125,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7310702.5,166011.178125,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.38,0.8971691844718795,15.937811715262276,0.0730205868769969,31.74093246459961,0.5500881671905518,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,6.764513969421387,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7650770.5,166011.178125,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.48,0.8971691844718795,15.937811715262276,0.0730205868769969,32.50570297241211,0.5512865781784058,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,6.399886608123779,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7425437.0,166011.178125,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2856.0,1920.0,4.0,82.0,81.0,82.0,69.0,68.0,89.0,90.0,545.0,2.0,26.05065107345581,0.4914901554584503,3196.0,4.0,61.0,3.2968130111694336
9.52,0.8971691844718795,15.937811715262276,0.0730205868769969,32.50570297241211,0.5512865781784058,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,6.399886608123779,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7425437.0,166011.178125,0.3664050102233886,1118.0,290.0,12078.0,2.0,25.50169563293457,2856.0,1920.0,4.0,86.0,86.0,86.0,85.0,82.0,89.0,90.0,545.0,2.0,29.90429699420929,0.4914901554584503,3196.0,4.0,71.0,3.354578971862793
9.58,0.8971691844718795,15.937811715262276,0.0730205868769969,31.78334617614746,0.5692067742347717,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.690820038318634,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7897472.0,166011.178125,0.3664050102233886,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,86.0,86.0,86.0,85.0,82.0,89.0,90.0,545.0,2.0,29.90429699420929,0.4914901554584503,3196.0,4.0,1.0,3.354578971862793
9.68,0.8971691844718795,15.937811715262276,0.0730205868769969,31.772459030151367,0.558190643787384,-1.0,-1.0,-1.0,0.4547353992238641,-1.0,2.85500362941197,0.6549854278564453,544934438.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,9263923.017857144,51.965767996651785,883333289.1428572,18297055.911551338,1947268.8158482143,741244614.8571428,-1.0,-1.0,-1.0,63827053.71428572,7679410.0,166011.178125,0.3664050102233886,102.0,2.0,6330.0,1.0,25.50169563293457,2856.0,1920.0,4.0,86.0,86.0,86.0,85.0,82.0,89.0,90.0,545.0,2.0,29.90429699420929,0.4914901554584503,3196.0,4.0,1.0,3.354578971862793
