Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"PlayerLoop";13.84167;10.91885;16.48115;194;109;108;1;1;4145.36789798737;13.86411;13.57031;14.1774;299;1;1;1;299;1;10.91885;16.48115;109;108;13.84224
"EarlyUpdate.XRUpdate";10.63026;7.63448;11.53464;273;109;262;2;2;3174.16203451157;10.61593;10.43573;10.8413;299;1;1;1;299;1;7.63448;11.53464;109;262;10.64359
"PostLateUpdate.FinishFrameRendering";1.570781;1.234114;2.687761;225;276;108;2;2;476.734673857689;1.59443;1.481563;1.667344;299;1;1;1;299;1;1.234114;2.687761;276;108;1.61599
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke]";1.479167;1.15901;2.475521;239;276;108;3;3;448.088637590408;1.498624;1.395573;1.574791;299;1;1;1;299;1;1.15901;2.475521;276;108;1.533542
"Inl_UniversalRenderTotal";1.450052;1.125417;2.40599;123;276;108;4;4;437.785980463028;1.464167;1.363125;1.538281;299;1;1;1;299;1;1.125417;2.40599;276;108;1.494011
"Inl_RenderCameraStack";1.403282;1.087917;2.325365;187;276;108;5;5;425.409690141678;1.422775;1.320573;1.500573;299;1;1;1;299;1;1.087917;2.325365;276;108;1.456407
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: CenterEyeAnchor";0.953541;0.702031;1.354844;30;276;178;6;6;288.661485433578;0.965423;0.880104;1.031563;299;1;1;1;299;1;0.702031;1.354844;276;178;1.01125
"Update.ScriptRunBehaviourUpdate";0.501719;0.341198;0.919479;170;273;108;2;2;152.23865672946;0.5091594;0.464532;0.543958;299;1;1;1;299;1;0.341198;0.919479;273;108;0.556093
"BehaviourUpdate";0.500469;0.340468;0.917448;63;273;108;3;3;151.817416250706;0.5077506;0.463281;0.54224;299;1;1;1;299;1;0.340468;0.917448;273;108;0.554063
"PostLateUpdate.PlayerSendFrameStarted";0.355052;0.24875;1.163125;214;273;274;2;2;110.071408808231;0.3681318;0.328073;0.388854;299;1;1;1;299;1;0.24875;1.163125;273;274;0.331667
"Inl_ExecuteRenderGraph";0.309063;0.204271;0.549583;33;274;108;7;7;95.6002218127251;0.3197332;0.283281;0.346562;299;1;1;1;299;1;0.204271;0.549583;274;108;0.290781
"FrameEvents.XRBeginFrame";0.296198;0.204271;0.845938;13;273;274;3;3;91.903698682785;0.3073702;0.275209;0.324427;299;1;1;1;299;1;0.204271;0.845938;273;274;0.280156
"Inl_RecordRenderGraph";0.254427;0.176302;0.663802;99;14;130;7;7;79.0088078826666;0.2642435;0.231146;0.284115;299;1;1;1;299;1;0.176302;0.663802;14;130;0.319271
"Inl_On Record Render Graph";0.239011;0.165781;0.644791;99;14;130;8;8;74.3176687508821;0.2485541;0.217448;0.265469;299;1;1;1;299;1;0.165781;0.644791;14;130;0.30099
"Inl_ScriptableRenderContext.Submit";0.223854;0.155417;0.494687;228;277;94;6;6;70.3008969575167;0.2351201;0.205;0.24849;299;1;1;1;299;1;0.155417;0.494687;277;94;0.199896
"Oculus.VR.dll!::OVRManager.Update() [Invoke]";0.219635;0.153177;0.376823;206;273;166;4;4;66.8414677977562;0.2235501;0.208281;0.233906;299;1;1;1;299;1;0.153177;0.376823;273;166;0.226979
"PostLateUpdate.ProfilerEndFrame";0.211614;0.133125;0.560678;295;247;82;2;2;66.7044307291508;0.2230917;0.190729;0.246354;299;1;1;1;299;1;0.133125;0.560678;247;82;0.210886
"Profiler.FlushCounters";0.210313;0.132031;0.558333;165;247;82;3;3;66.0618766695261;0.2209427;0.18875;0.244167;299;1;1;1;299;1;0.132031;0.558333;247;82;0.209323
"meta.xr.mrutilitykit.dll!Meta.XR.MRUtilityKit::MRUK.Update() [Invoke]";0.173334;0.113333;0.480521;111;2;176;4;4;53.9792167842388;0.1805325;0.155781;0.197188;299;1;1;1;299;1;0.113333;0.480521;2;176;0.21974
"Profiler.FlushMemoryCounters";0.169063;0.102031;0.507761;139;251;82;4;4;53.7910568416119;0.1799032;0.153021;0.196354;299;1;1;1;299;1;0.102031;0.507761;251;82;0.177916
"Gfx.WaitForRenderThread";0.148229;0.108386;0.307917;11;290;296;4;4;46.4869809374213;0.1554749;0.13776;0.167084;299;1;1;1;299;1;0.108386;0.307917;290;296;0.144219
"Semaphore.WaitForSignal";0.147031;0.107448;0.307084;179;290;296;5;5;46.1745928898454;0.1544301;0.136979;0.166041;299;1;1;1;299;1;0.107448;0.307084;290;296;0.143177
"CullScriptable";0.14198;0.105834;0.518855;209;258;178;7;7;45.6359956339002;0.1526287;0.12901;0.158021;299;1;1;1;299;1;0.105834;0.518855;258;178;0.154062
"Inl_Setup Forward Lights";0.122239;0.073281;0.282813;2;274;169;8;8;38.1590139344335;0.1276221;0.111042;0.134427;299;1;1;1;299;1;0.073281;0.282813;274;169;0.12276
"Inl_Setup Light Constants";0.119947;0.071927;0.275573;144;274;169;9;9;37.3823438733816;0.1250246;0.109062;0.13151;299;1;1;1;299;1;0.071927;0.275573;274;169;0.120572
"ExecuteRenderGraph";0.119636;0.079479;0.375937;293;277;94;7;7;38.4720868691802;0.1286692;0.110834;0.13552;299;1;1;1;299;1;0.079479;0.375937;277;94;0.108333
"SceneCulling";0.072448;0.053177;0.416823;90;104;178;8;8;24.29136390239;0.08124202;0.065573;0.082448;299;1;1;1;299;1;0.053177;0.416823;104;178;0.082604
"PreUpdate.NewInputUpdate";0.062761;0.043489;0.338385;287;265;87;2;2;20.2122499570251;0.0675995;0.056198;0.073281;299;1;1;1;299;1;0.043489;0.338385;265;87;0.080833
"Inl_Forward+ Upload";0.058229;0.03026;0.193385;205;274;169;10;10;18.5253149867058;0.06195758;0.052656;0.064532;299;1;1;1;299;1;0.03026;0.193385;274;169;0.063177
"Inl_Forward+ Setup";0.046093;0.031927;0.203229;95;14;130;9;9;15.0013989694417;0.0501719;0.042552;0.051146;299;1;1;1;299;1;0.031927;0.203229;14;130;0.051146
"EndRenderQueueExtraction";0.044376;0.02823;0.230105;170;2;289;8;9;14.2833369770087;0.04777036;0.039584;0.050573;598;2;2;2;299;1;0.004115;0.212136;223;289;0.040625
"CullResults.CreateSharedRendererScene";0.042344;0.029896;0.237761;69;2;289;8;8;13.7399499882013;0.04595301;0.038646;0.047917;299;1;1;1;299;1;0.029896;0.237761;2;289;0.042761
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate() [Invoke]";0.040625;0.028385;0.171457;57;265;274;3;4;12.73167395778;0.04258085;0.037553;0.043437;598;2;2;2;299;1;0.009843;0.152343;286;274;0.041563
"InputUpdate";0.037135;0.026043;0.165208;141;265;274;4;5;11.6808229675516;0.0390663;0.034271;0.039792;598;2;2;2;299;1;0.008958;0.147708;286;274;0.037812
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate() [Invoke]";0.036927;0.025677;0.235885;72;29;108;3;4;12.1245829558466;0.04055044;0.033958;0.04125;598;2;2;2;299;1;0.002552;0.174427;273;87;0.040834
"Shadows.PrepareDrawShadows";0.035104;0.02349;0.124635;156;265;108;7;7;11.4668219634332;0.03835057;0.031458;0.040209;598;2;2;2;299;1;0.005625;0.081406;223;43;0.032239
"Oculus.VR.dll!::OVRCameraRig.Update() [Invoke]";0.033646;0.02276;0.105938;255;265;253;4;4;10.4377539660782;0.03490888;0.029948;0.037292;299;1;1;1;299;1;0.02276;0.105938;265;253;0.038281
"Draw Main Light Shadowmap";0.031875;0.019948;0.077188;1;256;69;8;8;9.84129597619176;0.03291404;0.02698;0.035782;299;1;1;1;299;1;0.019948;0.077188;256;69;0.026146
"Inl_UniversalRenderPipeline.CreateCameraData";0.031354;0.023229;0.090104;258;274;236;6;6;10.0361069366336;0.03356557;0.028594;0.036354;299;1;1;1;299;1;0.023229;0.090104;274;236;0.069584
"Inl_RenderPipeline.BeginCameraRendering";0.031041;0.023959;0.114271;123;259;236;6;6;10.1709369793534;0.03401651;0.028698;0.03599;299;1;1;1;299;1;0.023959;0.114271;259;236;0.029479
"MainLightShadow";0.030521;0.018958;0.075365;195;256;69;9;9;9.40453198924661;0.03145329;0.025573;0.034532;299;1;1;1;299;1;0.018958;0.075365;256;69;0.024792
"WaitForJobGroupID";0.030364;0.015416;0.235001;2;96;188;8;12;10.0397259756573;0.03357768;0.025573;0.03625;606;2;1;8;299;1;0.00073;0.133333;126;188;0.023906
"FrameEvents.OnBeforeRenderCallback";0.027396;0.018437;0.143541;275;265;274;3;3;8.86678298190236;0.02965479;0.025261;0.030573;299;1;1;1;299;1;0.018437;0.143541;265;274;0.02599
"FrameEvents.NewInputBeforeRenderUpdate";0.026979;0.015521;0.170886;40;286;274;3;3;8.66707598697394;0.02898688;0.024271;0.030677;299;1;1;1;299;1;0.015521;0.170886;286;274;0.023907
"EndGraphicsJobs";0.026406;0.018438;0.077916;12;290;75;3;4;8.34902795878588;0.02792317;0.024167;0.029323;1196;4;4;4;299;1;5.2E-05;0.077447;7;75;0.037187
"Inl_UniversalRenderPipeline.ComputeShadowCasterCullingInfos";0.026354;0.019792;0.118333;142;276;286;7;7;8.45046497136354;0.02826243;0.024531;0.029166;299;1;1;1;299;1;0.019792;0.118333;276;286;0.02875
"UnityEngine.CoreModule.dll!UnityEngine::Application.InvokeOnBeforeRender() [Invoke]";0.026146;0.017448;0.142396;151;265;274;4;4;8.4500559810549;0.02826106;0.023906;0.029219;299;1;1;1;299;1;0.017448;0.142396;265;274;0.024687
"PreLateUpdate.EndGraphicsJobsAfterScriptUpdate";0.026146;0.018177;0.077917;207;290;75;2;2;8.29141297005117;0.02773048;0.023959;0.029115;299;1;1;1;299;1;0.018177;0.077917;290;75;0.036979
"Shadows.ExecuteDrawShadows";0.025989;0.015417;0.059583;45;261;86;10;10;8.16301798447967;0.02730106;0.022187;0.030677;299;1;1;1;299;1;0.015417;0.059583;261;86;0.021823
"Inl_Setup Camera Properties";0.025365;0.018073;0.128021;140;287;199;8;8;7.99624598305672;0.0267433;0.023334;0.027188;598;2;2;2;299;1;0.002812;0.10625;256;199;0.023124
"Inl_UniversalRenderPipeline.CreateRenderingData";0.025313;0.017865;0.215364;71;258;195;7;7;8.29807499237359;0.02775276;0.023125;0.028333;299;1;1;1;299;1;0.017865;0.215364;258;195;0.027917
"Inl_NRPRGComp_ExecuteBeginRenderpassCommand";0.025103;0.019011;0.12052;183;260;228;8;8;8.13313099765219;0.02720111;0.02302;0.027916;598;2;2;2;299;1;0.00323;0.114479;292;228;0.023178
"RenderLoop.ScheduleDraw";0.024219;0.015519;0.293334;235;277;257;9;10;8.57673996081576;0.02868475;0.022241;0.026614;1495;5;5;5;299;1;0.000208;0.145469;256;257;0.024167
"Setup Camera Properties";0.024011;0.015781;0.13625;29;276;94;8;8;8.23387397662736;0.02753804;0.02151;0.030312;598;2;2;2;299;1;0.003021;0.131927;289;94;0.028125
"Gfx.EndAsyncJobFrame";0.023907;0.016511;0.064167;151;290;33;4;4;7.56198700144887;0.02529093;0.021875;0.026458;299;1;1;1;299;1;0.016511;0.064167;290;33;0.035157
"WaitForRenderJobs";0.023281;0.015677;0.063541;141;290;33;5;5;7.37677498720586;0.02467149;0.021406;0.025834;299;1;1;1;299;1;0.015677;0.063541;290;33;0.034688
"PostLateUpdate.UpdateResolution";0.022969;0.016094;0.04224;200;2;80;2;2;7.01869099214673;0.02347388;0.021667;0.024791;299;1;1;1;299;1;0.016094;0.04224;2;80;0.022135
"PreLateUpdate.ScriptRunBehaviourLateUpdate";0.0225;0.015885;0.095156;91;265;61;2;2;7.19937097281218;0.02407816;0.021093;0.024271;299;1;1;1;299;1;0.015885;0.095156;265;61;0.021094
"Inl_Initialize Frame";0.022448;0.01625;0.121302;24;274;210;8;8;7.16189098358154;0.02395281;0.020989;0.024167;299;1;1;1;299;1;0.01625;0.121302;274;210;0.022813
"LateBehaviourUpdate";0.021823;0.015313;0.093802;23;265;61;3;3;7.01704195793718;0.02346837;0.020365;0.023646;299;1;1;1;299;1;0.015313;0.093802;265;61;0.020364
"CullAllVisibleLights";0.021094;0.014896;0.229844;257;271;202;9;9;7.62845098413527;0.02551321;0.01875;0.025;299;1;1;1;299;1;0.014896;0.229844;271;202;0.032031
"PostLateUpdate.UpdateAudio";0.019791;0.011667;0.461458;46;259;286;2;2;6.80401998758316;0.02275592;0.017969;0.022344;299;1;1;1;299;1;0.011667;0.461458;259;286;0.019063
"Inl_Draw Main Light Shadowmap";0.018386;0.013281;0.084844;213;265;258;8;8;5.90463999193162;0.01974796;0.017187;0.020053;299;1;1;1;299;1;0.013281;0.084844;265;258;0.017396
"Inl_ScriptableRenderer.SetPerCameraShaderVariables";0.018177;0.012761;0.117707;178;287;199;9;9;5.77135898650158;0.0193022;0.016668;0.019531;598;2;2;2;299;1;0.001666;0.101614;256;199;0.016197
"Inl_UniversalRenderPipeline.InitializeStackedCameraData";0.017864;0.012343;0.065104;95;274;236;7;7;5.80703697446734;0.01942153;0.016354;0.020677;299;1;1;1;299;1;0.012343;0.065104;274;236;0.052291
"Oculus.VR.dll!::OVRManager.LateUpdate() [Invoke]";0.017708;0.012448;0.083542;138;38;61;4;4;5.68900097999722;0.01902676;0.016406;0.019166;299;1;1;1;299;1;0.012448;0.083542;38;61;0.01625
"Profiler.CollectLegacyStats";0.017396;0.011927;0.118854;169;262;15;4;4;5.74354198947549;0.01920917;0.015625;0.019479;299;1;1;1;299;1;0.011927;0.118854;262;15;0.01526
"PrepareSceneNodes";0.017135;0.009427;0.147812;141;259;178;9;9;5.93618996907026;0.01985348;0.015573;0.019219;299;1;1;1;299;1;0.009427;0.147812;259;178;0.018333
"FixedUpdate.ScriptRunBehaviourFixedUpdate";0.017084;0.012187;0.078959;99;119;292;2;2;3.80072499066591;0.01827272;0.015156;0.019115;208;1;1;1;208;1;0.012187;0.078959;119;292;0
"Profiler.FlushCountersWithFlushOnEndOfFrame";0.016979;0.011094;0.082657;84;2;33;4;4;5.88968498166651;0.01969794;0.014688;0.023177;299;1;1;1;299;1;0.011094;0.082657;2;33;0.014271
"Inl_CompileRenderGraph";0.016927;0.012604;0.080313;35;271;221;7;7;5.42667499184608;0.01814942;0.015312;0.018854;299;1;1;1;299;1;0.012604;0.080313;271;221;0.017188
"Inl_ScriptableRenderer.ClearRenderingState";0.016927;0.012344;0.113698;227;274;210;9;9;5.44661397300661;0.0182161;0.015833;0.018282;299;1;1;1;299;1;0.012344;0.113698;274;210;0.016979
"EngineJob";0.016823;0.007708;0.115365;246;273;188;9;13;3.68229500149027;0.01869185;0.014844;0.019688;312;1;1;17;197;1;0.000156;0.115365;2;188;0.018125
"AudioManager.Update";0.016458;0.009114;0.3925;240;259;286;3;3;5.65207499451935;0.01890326;0.014687;0.018646;299;1;1;1;299;1;0.009114;0.3925;259;286;0.015521
"EarlyUpdate.PhysicsResetInterpolatedTransformPosition";0.015677;5.2E-05;0.052083;276;2;283;2;2;3.85234597822273;0.0128841;0.000156;0.018281;299;1;1;1;299;1;5.2E-05;0.052083;2;283;0.000104
"Shadows.ScheduleRenderJobs";0.015625;0.008855;0.047864;39;266;233;11;11;5.08745899703354;0.01701491;0.012553;0.020521;299;1;1;1;299;1;0.008855;0.047864;266;233;0.012917
"FixedBehaviourUpdate";0.015625;0.01125;0.077343;96;119;292;3;3;3.47468900121748;0.01670524;0.013855;0.0175;208;1;1;1;208;1;0.01125;0.077343;119;292;0
"Inl_MainLightShadow";0.014427;0.010104;0.06276;125;260;174;9;9;4.56478098686785;0.01526683;0.01349;0.015625;299;1;1;1;299;1;0.010104;0.06276;260;174;0.013386
