Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.84,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,31.75521469116211,0.5379655361175537,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6301300525665283,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,7102031.5,1438602619.4713542,9.654877662658691,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
7.94,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,32.45869445800781,0.5269778966903687,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6951829195022583,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,7296543.0,1438602619.4713542,9.654877662658691,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.04,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,31.632884979248047,0.4139216244220733,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6721590757369995,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,6445457.0,1438602619.4713542,9.654877662658691,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.15,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,31.712270736694336,0.3772643506526947,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6506076455116272,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,5783949.0,1438602619.4713542,9.654877662658691,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.25,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,32.4759635925293,0.350969910621643,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6424034833908081,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,5988105.5,1438602619.4713542,9.654877662658691,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.26,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,32.4759635925293,0.350969910621643,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6424034833908081,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,5988105.5,1438602619.4713542,1.4400343894958496,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.35,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,31.84169578552246,0.3165378272533417,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6457575559616089,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,5896827.0,1438602619.4713542,1.4400343894958496,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.45,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,32.55152130126953,0.4354804754257202,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6395045518875122,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,6620254.0,1438602619.4713542,1.4400343894958496,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.55,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,31.80780029296875,0.5463864803314209,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6308618783950806,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,7326399.0,1438602619.4713542,1.4400343894958496,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
8.65,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,31.79296875,0.5232867002487183,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6348721981048584,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,7220127.0,1438602619.4713542,1.4400343894958496,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,4.0,65.0,62.0,66.0,50.0,61.0,55.0,72.0,545.0,3.0,21.45802676677704,2736.0,1.0,91.0,3.7266128063201904
