Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"PlayerLoop";13.84557;12.0612;15.44443;65;183;182;1;1;4159.48702144623;13.86496;13.52198;14.23766;300;1;1;1;300;1;12.0612;15.44443;183;182;13.83224
"EarlyUpdate.XRUpdate";10.3012;8.648126;11.685;280;183;70;2;2;3109.38593769073;10.36462;10.02333;10.67703;300;1;1;1;300;1;8.648126;11.685;183;70;11.04224
"PostLateUpdate.FinishFrameRendering";1.730469;1.163073;2.79125;150;39;182;2;2;516.155873894691;1.72052;1.53;1.875833;300;1;1;1;300;1;1.163073;2.79125;39;182;1.278542
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke]";1.624844;1.086042;2.628698;167;39;182;3;3;484.760774254799;1.615869;1.443802;1.752396;300;1;1;1;300;1;1.086042;2.628698;39;182;1.210209
"Inl_UniversalRenderTotal";1.586198;1.062553;2.401875;176;39;122;4;4;472.833379864693;1.576111;1.403073;1.71;300;1;1;1;300;1;1.062553;2.401875;39;122;1.182604
"Inl_RenderCameraStack";1.532396;1.031927;2.355678;192;39;122;5;5;458.151393294334;1.527171;1.359584;1.654427;300;1;1;1;300;1;1.031927;2.355678;39;122;1.149948
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: CenterEyeAnchor";1.009896;0.700885;1.636979;101;25;117;6;6;302.172581136227;1.007242;0.900365;1.108073;300;1;1;1;300;1;0.700885;1.636979;25;117;0.778698
"Update.ScriptRunBehaviourUpdate";0.589531;0.396875;1.065312;169;25;237;2;2;177.663418710232;0.5922114;0.542605;0.643542;300;1;1;1;300;1;0.396875;1.065312;25;237;0.61349
"BehaviourUpdate";0.588386;0.39599;1.063542;169;25;237;3;3;177.249610036612;0.5908321;0.541459;0.641979;300;1;1;1;300;1;0.39599;1.063542;25;237;0.611511
"PostLateUpdate.PlayerSendFrameStarted";0.359219;0.234063;0.782917;222;39;213;2;2;110.365011826158;0.3678834;0.326354;0.402396;300;1;1;1;300;1;0.234063;0.782917;39;213;0.302552
"Inl_ExecuteRenderGraph";0.319062;0.216406;0.847917;113;39;105;7;7;100.994289711118;0.3366476;0.293073;0.371771;300;1;1;1;300;1;0.216406;0.847917;39;105;0.256979
"FrameEvents.XRBeginFrame";0.300364;0.19651;0.726615;246;39;213;3;3;91.7265716195107;0.3057552;0.273385;0.327187;300;1;1;1;300;1;0.19651;0.726615;39;213;0.251511
"Inl_ScriptableRenderContext.Submit";0.259792;0.154792;0.770625;42;34;103;6;6;82.4124591201544;0.2747082;0.229531;0.303385;300;1;1;1;300;1;0.154792;0.770625;34;103;0.192708
"Inl_RecordRenderGraph";0.249531;0.183385;0.565312;186;77;285;7;7;78.6565657556057;0.2621886;0.228854;0.287291;300;1;1;1;300;1;0.183385;0.565312;77;285;0.189271
"PostLateUpdate.ProfilerEndFrame";0.242239;0.140104;0.581354;45;59;81;2;2;75.3076667487621;0.2510256;0.205677;0.278333;300;1;1;1;300;1;0.140104;0.581354;59;81;0.172187
"Profiler.FlushCounters";0.240729;0.138542;0.579323;29;59;81;3;3;74.6059499531984;0.2486865;0.203333;0.276041;300;1;1;1;300;1;0.138542;0.579323;59;81;0.170521
"Inl_On Record Render Graph";0.233906;0.171666;0.546875;175;72;285;8;8;74.0335879027843;0.2467786;0.215156;0.271615;300;1;1;1;300;1;0.171666;0.546875;72;285;0.177761
"meta.xr.mrutilitykit.dll!Meta.XR.MRUtilityKit::MRUK.Update() [Invoke]";0.230573;0.148698;0.525261;87;25;197;4;4;70.6812599152327;0.2356042;0.215729;0.256354;300;1;1;1;300;1;0.148698;0.525261;25;197;0.241406
"Oculus.VR.dll!::OVRManager.Update() [Invoke]";0.211719;0.149896;0.664583;93;39;237;4;4;65.4999577850103;0.2183332;0.203802;0.232657;300;1;1;1;300;1;0.149896;0.664583;39;237;0.175573
"Profiler.FlushMemoryCounters";0.190625;0.109063;0.531198;131;59;81;4;4;60.8415728509426;0.2028052;0.164792;0.228646;300;1;1;1;300;1;0.109063;0.531198;59;81;0.136667
"CullScriptable";0.162031;0.110156;0.599844;130;30;117;7;7;51.679282926023;0.1722643;0.141303;0.18974;300;1;1;1;300;1;0.110156;0.599844;30;117;0.136042
"Gfx.WaitForRenderThread";0.146875;0.102813;0.580625;243;35;213;4;4;46.2405188456178;0.1541351;0.137448;0.162187;300;1;1;1;300;1;0.102813;0.580625;35;213;0.140156
"Semaphore.WaitForSignal";0.145885;0.102031;0.578958;86;35;213;5;5;45.9164187684655;0.1530547;0.136459;0.161146;300;1;1;1;300;1;0.102031;0.578958;35;213;0.139114
"ExecuteRenderGraph";0.130104;0.074791;0.549896;298;37;103;7;7;40.6645938456059;0.1355487;0.109844;0.146458;300;1;1;1;300;1;0.074791;0.549896;37;103;0.09823
"Inl_Setup Forward Lights";0.125833;0.078958;0.273698;181;39;291;8;8;39.3016198948026;0.1310054;0.112396;0.145261;300;1;1;1;300;1;0.078958;0.273698;39;291;0.105677
"Inl_Setup Light Constants";0.123333;0.077135;0.234219;270;39;291;9;9;38.489021807909;0.1282967;0.110209;0.142188;300;1;1;1;300;1;0.077135;0.234219;39;291;0.103907
"SceneCulling";0.07651;0.048698;0.464271;229;35;117;8;8;24.8054169528186;0.08268473;0.065833;0.087292;300;1;1;1;300;1;0.048698;0.464271;35;117;0.071511
"EndRenderQueueExtraction";0.071823;0.039687;0.328125;260;30;127;8;9;23.4885979392566;0.07829533;0.061614;0.08349;600;2;2;2;300;1;0.007709;0.302708;141;127;0.054166
"PreUpdate.NewInputUpdate";0.05974;0.040468;0.138125;6;47;235;2;2;19.7429659701884;0.06580988;0.053333;0.073594;300;1;1;1;300;1;0.040468;0.138125;47;235;0.068906
"Inl_Forward+ Upload";0.058541;0.032657;0.119062;85;32;220;10;10;18.5261329226196;0.06175378;0.052396;0.069636;300;1;1;1;300;1;0.032657;0.119062;32;220;0.050625
"CullResults.CreateSharedRendererScene";0.057135;0.039375;0.317604;74;30;127;8;8;18.9543289877474;0.06318109;0.05125;0.069532;300;1;1;1;300;1;0.039375;0.317604;30;127;0.043802
"WaitForJobGroupID";0.05573;0.031043;0.31323;199;30;127;9;10;18.690617954242;0.06230206;0.047135;0.066094;736;2;1;5;300;1;0.001146;0.296198;25;127;0.044636
"Shadows.PrepareDrawShadows";0.053282;0.02776;0.323646;221;30;244;7;7;18.2594779757783;0.06086493;0.043698;0.065156;600;2;2;2;300;1;0.009427;0.262396;141;244;0.041511
"Inl_Forward+ Setup";0.045312;0.031979;0.284375;193;30;285;9;9;15.1645829826593;0.05054861;0.041667;0.052969;300;1;1;1;300;1;0.031979;0.284375;30;285;0.034531
