Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"PlayerLoop";13.87417;12.75547;15.20766;131;267;232;1;1;4158.38155269623;13.86127;13.5851;14.14422;300;1;1;1;300;1;12.75547;15.20766;267;232;13.87651
"EarlyUpdate.XRUpdate";10.40287;8.909688;11.8163;63;243;53;2;2;3114.20114135742;10.38067;10.05729;10.68047;300;1;1;1;300;1;8.909688;11.8163;243;53;11.12099
"PostLateUpdate.FinishFrameRendering";1.697657;1.119843;2.711406;107;34;242;2;2;512.887439727783;1.709625;1.526928;1.856615;300;1;1;1;300;1;1.119843;2.711406;34;242;1.338646
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke]";1.599635;1.055052;2.507135;139;34;242;3;3;481.499678134918;1.604999;1.428281;1.745833;300;1;1;1;300;1;1.055052;2.507135;34;242;1.244844
"Inl_UniversalRenderTotal";1.564115;1.02901;2.420209;132;34;262;4;4;469.66348195076;1.565545;1.392396;1.705938;300;1;1;1;300;1;1.02901;2.420209;34;262;1.216979
"Inl_RenderCameraStack";1.522448;0.999688;2.342865;251;34;262;5;5;456.064361274242;1.520215;1.35073;1.658073;300;1;1;1;300;1;0.999688;2.342865;34;262;1.183333
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: CenterEyeAnchor";1.026094;0.672032;1.637864;277;34;262;6;6;304.436280667782;1.014788;0.903177;1.108177;300;1;1;1;300;1;0.672032;1.637864;34;262;0.80974
"Update.ScriptRunBehaviourUpdate";0.594323;0.405626;0.957604;299;6;132;2;2;181.36803650856;0.6045601;0.553594;0.653125;300;1;1;1;300;1;0.405626;0.957604;6;132;0.484843
"BehaviourUpdate";0.592709;0.40474;0.95573;221;6;132;3;3;180.911746561527;0.6030391;0.551928;0.651458;300;1;1;1;300;1;0.40474;0.95573;6;132;0.483907
"PostLateUpdate.PlayerSendFrameStarted";0.336511;0.228438;0.646667;271;13;134;2;2;103.384485676885;0.344615;0.310989;0.371041;300;1;1;1;300;1;0.228438;0.646667;13;134;0.277448
"Inl_ExecuteRenderGraph";0.329375;0.222292;0.577969;288;11;86;7;7;101.636568695307;0.3387886;0.29599;0.374583;300;1;1;1;300;1;0.222292;0.577969;11;86;0.264427
"FrameEvents.XRBeginFrame";0.280052;0.188333;0.591875;260;15;134;3;3;85.3485079407692;0.284495;0.25849;0.301875;300;1;1;1;300;1;0.188333;0.591875;15;134;0.231459
"Inl_RecordRenderGraph";0.256563;0.18151;0.580364;163;34;261;7;7;80.1549718677998;0.2671832;0.230678;0.293177;300;1;1;1;300;1;0.18151;0.580364;34;261;0.238073
"Inl_ScriptableRenderContext.Submit";0.254635;0.156719;0.821302;115;41;263;6;6;79.2593789249659;0.2641979;0.225052;0.284219;300;1;1;1;300;1;0.156719;0.821302;41;263;0.193229
"PostLateUpdate.ProfilerEndFrame";0.244584;0.134219;0.618594;270;145;275;2;2;76.1100097000599;0.2537;0.209114;0.280104;300;1;1;1;300;1;0.134219;0.618594;145;275;0.193021
"Profiler.FlushCounters";0.242187;0.132448;0.614531;67;145;275;3;3;75.2566668987274;0.2508556;0.20651;0.277031;300;1;1;1;300;1;0.132448;0.614531;145;275;0.191354
"Inl_On Record Render Graph";0.240521;0.170417;0.567136;210;34;261;8;8;75.4799107611179;0.2515997;0.217708;0.275469;300;1;1;1;300;1;0.170417;0.567136;34;261;0.225156
"meta.xr.mrutilitykit.dll!Meta.XR.MRUtilityKit::MRUK.Update() [Invoke]";0.235209;0.153177;0.549948;105;6;132;4;4;73.3065688312054;0.2443552;0.218438;0.266511;300;1;1;1;300;1;0.153177;0.549948;6;132;0.195833
"Oculus.VR.dll!::OVRManager.Update() [Invoke]";0.214948;0.152709;0.438125;105;13;29;4;4;66.3724587857723;0.2212415;0.208385;0.235;300;1;1;1;300;1;0.152709;0.438125;13;29;0.183073
"Profiler.FlushMemoryCounters";0.193854;0.102865;0.499271;239;145;265;4;4;60.9420390203595;0.2031401;0.166406;0.22724;300;1;1;1;300;1;0.102865;0.499271;145;265;0.15099
"CullScriptable";0.16375;0.102865;0.511928;176;32;266;7;7;50.8645858541131;0.1695486;0.13948;0.190156;300;1;1;1;300;1;0.102865;0.511928;32;266;0.119427
"Gfx.WaitForRenderThread";0.147188;0.102656;0.413073;260;15;134;4;4;45.6513699367642;0.1521712;0.13802;0.158907;300;1;1;1;300;1;0.102656;0.413073;15;134;0.124687
"Semaphore.WaitForSignal";0.146198;0.101823;0.411875;141;15;134;5;5;45.3011148050427;0.1510037;0.136979;0.15776;300;1;1;1;300;1;0.101823;0.411875;15;134;0.12375
"Inl_Setup Forward Lights";0.131615;0.084948;0.307136;188;11;105;8;8;40.9950518831611;0.1366502;0.115729;0.149115;300;1;1;1;300;1;0.084948;0.307136;11;105;0.104583
"Inl_Setup Light Constants";0.129167;0.082865;0.304323;259;11;105;9;9;40.1796949207783;0.1339323;0.113646;0.146303;300;1;1;1;300;1;0.082865;0.304323;11;105;0.102135
"ExecuteRenderGraph";0.129011;0.079948;0.607396;143;41;263;7;7;41.27125890553;0.1375709;0.111927;0.14651;300;1;1;1;300;1;0.079948;0.607396;41;263;0.092135
"SceneCulling";0.07625;0.049531;0.326771;16;15;262;8;8;24.5536909475923;0.08184563;0.067396;0.088386;300;1;1;1;300;1;0.049531;0.326771;15;262;0.057812
"Inl_Forward+ Upload";0.063333;0.038542;0.210989;176;3;105;10;10;20.0619779527187;0.06687326;0.055313;0.072812;300;1;1;1;300;1;0.038542;0.210989;3;105;0.04823
"EndRenderQueueExtraction";0.061459;0.033385;0.188593;170;65;266;8;9;19.5871289758943;0.06529043;0.049687;0.074688;600;2;2;2;300;1;0.005677;0.174531;16;266;0.04651
"PreUpdate.NewInputUpdate";0.056198;0.040157;0.160625;232;45;300;2;2;18.2654169760644;0.06088472;0.050312;0.06927;300;1;1;1;300;1;0.040157;0.160625;45;300;0.047135
"CullResults.CreateSharedRendererScene";0.054375;0.033542;0.262656;131;32;266;8;8;17.8494179621339;0.05949806;0.045364;0.069635;300;1;1;1;300;1;0.033542;0.262656;32;266;0.039843
"Inl_Forward+ Setup";0.046458;0.03375;0.132084;212;37;117;9;9;15.5093759261072;0.05169792;0.042761;0.055365;300;1;1;1;300;1;0.03375;0.132084;37;117;0.039114
"Shadows.PrepareDrawShadows";0.044792;0.024687;0.158281;8;34;242;7;7;14.615111945197;0.04871704;0.037239;0.054062;600;2;2;2;300;1;0.007813;0.097552;36;263;0.044792
"WaitForJobGroupID";0.04448;0.005261;0.162343;258;9;262;9;10;14.3569179433398;0.04785639;0.033594;0.055677;714;2;1;5;300;1;0.001042;0.117188;88;266;0.035052
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate() [Invoke]";0.036563;0.025937;0.089063;3;13;83;3;4;11.5823459746316;0.03860782;0.033595;0.04125;600;2;2;2;300;1;0.008959;0.068646;136;83;0.030886
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate() [Invoke]";0.035781;0.025469;0.078438;136;13;291;3;4;11.2655709513929;0.0375519;0.032865;0.038802;600;2;2;2;300;1;0.0025;0.073542;136;291;0.030001
