Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"PlayerLoop";13.82886;12.72438;15.23938;106;358;273;1;1;4146.0081577301;13.86625;13.52224;14.20787;299;1;1;1;299;103;12.72438;15.23938;358;273;13.80011
"EarlyUpdate.XRUpdate";10.45537;8.995157;11.67974;282;394;120;2;2;3117.6711435318;10.42699;10.17365;10.70912;299;1;1;1;299;103;8.995157;11.67974;394;120;9.403386
"PostLateUpdate.FinishFrameRendering";1.573906;1.165052;2.682969;367;178;393;2;2;478.492951750755;1.600311;1.439427;1.724479;299;1;1;1;299;103;1.165052;2.682969;178;393;2.417969
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal() [Invoke]";1.479584;1.099479;2.565521;358;178;393;3;3;450.44113445282;1.506492;1.361198;1.620781;299;1;1;1;299;103;1.099479;2.565521;178;393;2.314375
"Inl_UniversalRenderTotal";1.451093;1.073698;2.531459;215;178;388;4;4;440.761458754539;1.474119;1.334271;1.582552;299;1;1;1;299;103;1.073698;2.531459;178;388;2.267605
"Inl_RenderCameraStack";1.41224;1.040625;2.487604;215;178;388;5;5;427.827793955803;1.430862;1.294635;1.530833;299;1;1;1;299;103;1.040625;2.487604;178;388;2.203802
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: CenterEyeAnchor";0.93599;0.689844;1.719375;319;178;388;6;6;284.669454276562;0.9520717;0.855677;1.025781;299;1;1;1;299;103;0.689844;1.719375;178;388;1.676459
"Update.ScriptRunBehaviourUpdate";0.699844;0.486771;1.040625;127;145;383;2;2;209.153309226036;0.6995094;0.634584;0.76;299;1;1;1;299;103;0.486771;1.040625;145;383;0.672917
"BehaviourUpdate";0.698542;0.485625;1.03875;127;145;383;3;3;208.730175852776;0.6980942;0.633177;0.758125;299;1;1;1;299;103;0.485625;1.03875;145;383;0.671719
"PostLateUpdate.PlayerSendFrameStarted";0.345157;0.245625;0.890365;315;180;321;2;2;107.851098835468;0.360706;0.316771;0.388802;299;1;1;1;299;103;0.245625;0.890365;180;321;0.402187
"meta.xr.mrutilitykit.dll!Meta.XR.MRUtilityKit::MRUK.Update() [Invoke]";0.330157;0.204063;0.605417;208;147;383;4;4;99.3621934652328;0.332315;0.281719;0.371719;299;1;1;1;299;103;0.204063;0.605417;147;383;0.305625
"Inl_ExecuteRenderGraph";0.309375;0.224948;0.846511;133;141;273;7;7;96.9228748679161;0.3241568;0.285261;0.345885;299;1;1;1;299;103;0.224948;0.846511;141;273;0.515
"FrameEvents.XRBeginFrame";0.285886;0.204791;0.741771;204;166;321;3;3;89.1683909296989;0.298222;0.262917;0.317291;299;1;1;1;299;103;0.204791;0.741771;166;321;0.303229
"Inl_ScriptableRenderContext.Submit";0.239219;0.161302;0.813698;275;143;110;6;6;74.8901407271624;0.2504687;0.214636;0.263021;299;1;1;1;299;103;0.161302;0.813698;143;110;0.211354
"Inl_RecordRenderGraph";0.237657;0.174115;0.430104;391;161;322;7;7;74.6259028315544;0.249585;0.218125;0.271615;299;1;1;1;299;103;0.174115;0.430104;161;322;0.411094
"PostLateUpdate.ProfilerEndFrame";0.23026;0.152083;0.513959;333;219;389;2;2;72.8202649056911;0.243546;0.204584;0.267656;299;1;1;1;299;103;0.152083;0.513959;219;389;0.302552
"Profiler.FlushCounters";0.228542;0.15099;0.511458;393;219;389;3;3;72.2162499278784;0.2415259;0.202709;0.265625;299;1;1;1;299;103;0.15099;0.511458;219;389;0.300782
