ts,value,counter_name,t_s
176244469597126,545154240.0,Clocks / Second,0.0
176244469602230,100.0,GPU % Bus Busy,5.104e-06
176244469605251,0.0,% Vertex Fetch Stall,8.125e-06
176244469607542,0.0,% Texture Fetch Stall,1.0416e-05
176244469610980,-1.0,L1 Texture Cache Miss Per Pixel,1.3854e-05
176244469613063,0.0,% Texture L2 Miss,1.5937e-05
176244469616084,0.0,% Stalled on System Memory,1.8958e-05
176244469618011,0.0,Pre-clipped Polygons/Second,2.0885e-05
176244469619730,0.0,% Prims Trivially Rejected,2.2604e-05
176244469621761,0.0,% Prims Clipped,2.4635e-05
176244469623532,0.0,Average Vertices / Polygon,2.6406e-05
176244469626032,0.0,Reused Vertices / Second,2.8906e-05
176244469628271,-1.0,Average Polygon Area,3.1145e-05
176244469630511,0.0,% Shaders Busy,3.3385e-05
176244469632959,0.0,Vertices Shaded / Second,3.5833e-05
176244469657126,-1.0,Fragments Shaded / Second,6e-05
176244469659313,-1.0,Vertex Instructions / Second,6.2187e-05
176244469661396,-1.0,Fragment Instructions / Second,6.427e-05
176244469663584,-1.0,Fragment ALU Instructions / Sec (Full),6.6458e-05
176244469665719,-1.0,Fragment ALU Instructions / Sec (Half),6.8593e-05
176244469667594,-1.0,Fragment EFU Instructions / Second,7.0468e-05
176244469669574,-1.0,Textures / Vertex,7.2448e-05
176244469671969,-1.0,Textures / Fragment,7.4843e-05
176244469673949,-1.0,ALU / Vertex,7.6823e-05
176244469676084,-1.0,ALU / Fragment,7.8958e-05
176244469677855,-1.0,EFU / Fragment,8.0729e-05
176244469698740,-1.0,EFU / Vertex,0.000101614
176244469701136,0.0,% Time Shading Fragments,0.00010401
176244469703271,0.0,% Time Shading Vertices,0.000106145
176244469705303,0.0,% Time Compute,0.000108177
176244469707699,0.0,% Shader ALU Capacity Utilized,0.000110573
176244469709417,0.0,% Time ALUs Working,0.000112291
176244469711240,0.0,% Time EFUs Working,0.000114114
176244469714626,0.0,% Nearest Filtered,0.0001175
176244469716501,0.0,% Linear Filtered,0.000119375
176244469718376,0.0,% Anisotropic Filtered,0.00012125
176244469720511,0.0,% Non-Base Level Textures,0.000123385
176244469722438,0.0,Read Total (Bytes/sec),0.000125312
176244469724834,140182.53125,Write Total (Bytes/sec),0.000127708
176244469727334,0.0,Texture Memory Read BW (Bytes/Second),0.000130208
176244469729261,0.0,Vertex Memory Read (Bytes/Second),0.000132135
176244469736917,0.0,SP Memory Read (Bytes/Second),0.000139791
176244469738740,-1.0,Avg Bytes / Fragment,0.000141614
176244469740511,0.0,Avg Bytes / Vertex,0.000143385
176244469742386,0.0,Preemptions / second,0.00014526
176244469744782,0.0,Avg Preemption Delay,0.000147656
